"Employee Number","First Name","Last Name","Email Address","Department","Job Level","Tenure","Pay Rate","Base Comp","Gender","Ethnicity","Tenure Date","Report Effective Date"
"00000252","Sukaina","el-Shakoor","sukaina.el-shakoor@widgetcorp.com","Design","Associate",5.03461402053822,27.6545,57515.2561419945,"Female",6,2014-12-18,2019-12-31
"00000311","Kento","Shin","kento.shin@widgetcorp.com","Design","Associate",5.34347440188132,47.97,99769.1375904204,"Male",2,2014-08-27,2019-12-31
"00000312","Raafi","el-Rasul","raafi.el-rasul@widgetcorp.com","Design","Analyst",5.34621629112167,35.055,72911.6231767937,"Male",6,2014-08-26,2019-12-31
"00000318","Tyler","Orr","tyler.orr@widgetcorp.com","Design","Associate",5.38375606481015,34.61425,72002.5320846962,"Male",4,2014-08-12,2019-12-31
"00000342","Elizabeth","Thomas","elizabeth.thomas@widgetcorp.com","HR","Analyst",5.49621501377989,28.331,58938.9792014648,"Female",5,2014-07-02,2019-12-31
"00000421","Demi","Castro","demi.castro@widgetcorp.com","Design","Associate",5.87206958730736,33.497,69673.1528056587,"Female",2,2014-02-15,2019-12-31
"00000594","Cainan","Herrera","cainan.herrera@widgetcorp.com","Design","Manager",6.67681921920321,49.45625,102868.994110652,"Male",1,2013-04-27,2019-12-31
"00000641","Jair","Gonzales","jair.gonzales@widgetcorp.com","Design","Manager",6.91662988246405,42.845,89122.3423121831,"Male",4,2013-01-29,2019-12-31
"00000654","Amninder","Tran","amninder.tran@widgetcorp.com","Design","Analyst",7.00757133932293,44.80275,93184.6954832014,"Male",2,2012-12-27,2019-12-31
"00000657","Afaaf","el-Semaan","afaaf.el-semaan@widgetcorp.com","Design","Associate",7.0283654166733,34.112,70960.912468324,"Female",6,2012-12-20,2019-12-31
"00000687","Marzooq","al-Anwar","marzooq.al-anwar@widgetcorp.com","Design","Manager",7.19137758784727,49.569,103097.693949259,"Male",6,2012-10-21,2019-12-31
"00000724","Waddaah","al-Kazemi","waddaah.al-kazemi@widgetcorp.com","Design","VP",7.40261075391026,67.00425,139376.878505112,"Male",6,2012-08-05,2019-12-31
"00000740","Mas'ooda","al-Malek","mas'ooda.al-malek@widgetcorp.com","Design","Associate",7.47997670176343,35.14725,73111.1010428313,"Female",6,2012-07-08,2019-12-31
"00000784","Chanae","Collins","chanae.collins@widgetcorp.com","Design","Director",7.7920561204294,44.88475,93370.6503761254,"Female",3,2012-03-16,2019-12-31
"00000808","John","Bordeaux","john.bordeaux@widgetcorp.com","Design","Manager",7.96922596195844,54.325,112989.49963891,"Male",5,2012-01-11,2019-12-31
"00000810","Zaid","el-Ahmed","zaid.el-ahmed@widgetcorp.com","Design","Manager",7.98514104258986,41.46125,86235.0616514783,"Male",6,2012-01-05,2019-12-31
"00000838","Bethany","Cardoza","bethany.cardoza@widgetcorp.com","Design","Manager",8.25978293093706,40.3235,83867.427361347,"Female",1,2011-09-27,2019-12-31
"00000869","Danielle","Smith","danielle.smith@widgetcorp.com","Design","Director",8.59758119958484,44.51575,92592.4763460387,"Female",3,2011-05-26,2019-12-31
"00000870","Wasmaaa","el-Bina","wasmaaa.el-bina@widgetcorp.com","Design","Director",8.60074397353647,35.8135,74488.6626294479,"Female",6,2011-05-25,2019-12-31
"00000947","Taajuddeen","el-Hannan","taajuddeen.el-hannan@widgetcorp.com","Design","Director",9.69452513605634,71.832,149415.773945838,"Male",6,2010-04-21,2019-12-31
"00000953","Jeremiah","Chen","jeremiah.chen@widgetcorp.com","Design","Director",9.84482537833668,65.19,135585.133652281,"Male",2,2010-02-25,2019-12-31
"00000955","Nutthavasa","Gandhi","nutthavasa.gandhi@widgetcorp.com","Design","Director",9.86308935737456,47.2115,98201.1746732465,"Female",2,2010-02-18,2019-12-31
"00000961","Andres","Orozco","andres.orozco@widgetcorp.com","Design","Executive",10.0844148624353,93.316,194097.438649857,"Male",4,2009-11-29,2019-12-31
"00000994","Kalyn","Kennedy","kalyn.kennedy@widgetcorp.com","Design","Executive",11.5895276224658,55.09375,114587.060748977,"Female",5,2008-05-29,2019-12-31
"00000002","Sivilize","Ellett","sivilize.ellett@widgetcorp.com","Engineering","Analyst",1.84991381038094,38.5605,80209.3366000747,"Male",2,2018-02-23,2019-12-31
"00000022","Michael","Paskemin","michael.paskemin@widgetcorp.com","Engineering","Analyst",3.14772012650507,29.67375,61724.0521133275,"Male",1,2016-11-06,2019-12-31
"00000036","Hayden","Lovelace","hayden.lovelace@widgetcorp.com","Engineering","Analyst",3.38014501504915,34.235,71217.8115672441,"Male",1,2016-08-13,2019-12-31
"00000041"," Sakeena","el-Semaan"," sakeena.el-semaan@widgetcorp.com","Engineering","Analyst",3.43123487466502,27.15225,56475.7336263848,"Female",6,2016-07-25,2019-12-31
"00000043","Saul","Palma-Valle","saul.palma-valle@widgetcorp.com","Engineering","Associate",3.45960509854756,42.312,88002.8541264771,"Male",4,2016-07-15,2019-12-31
"00000052","Saalima","al-Abdelnour","saalima.al-abdelnour@widgetcorp.com","Engineering","Analyst",3.52902189227876,29.77625,61932.6582367057,"Female",6,2016-06-20,2019-12-31
"00000062","Abdur Razzaaq","el-Hallal","abdur razzaaq.el-hallal@widgetcorp.com","Engineering","Analyst",3.71782564323676,37.60725,78218.1571630924,"Male",6,2016-04-12,2019-12-31
"00000065","Calvin","Nguyen","calvin.nguyen@widgetcorp.com","HR","Analyst",3.7477433479879,38.499,80079.7198904514,"Male",2,2016-04-01,2019-12-31
"00000071","Leah","Ford","leah.ford@widgetcorp.com","Engineering","Analyst",3.82528393146074,27.06,56292.0287398661,"Female",5,2016-03-04,2019-12-31
"00000075","Andrea","Chavelas-Rosas","andrea.chavelas-rosas@widgetcorp.com","Engineering","Analyst",3.87581313589683,24.38475,50720.136976995,"Female",4,2016-02-14,2019-12-31
"00000080","Davier","Guardipee","davier.guardipee@widgetcorp.com","Engineering","Analyst",3.90542643875257,31.9185,66381.5292298266,"Male",1,2016-02-03,2019-12-31
"00000085","Nico","Carter","nico.carter@widgetcorp.com","Engineering","Analyst",3.94987283940857,28.05425,58356.7494731102,"Male",1,2016-01-18,2019-12-31
"00000087","Tyler","Oswalt-Naasz","tyler.oswalt-naasz@widgetcorp.com","Engineering","Analyst",3.98266609374772,43.51125,90505.6561395566,"Male",1,2016-01-06,2019-12-31
"00000091","Kenneth","Linhardt","kenneth.linhardt@widgetcorp.com","Engineering","Analyst",4.03724270736342,36.35675,75632.3713407456,"Male",5,2015-12-17,2019-12-31
"00000114","Jose","Garcia","jose.garcia@widgetcorp.com","Engineering","Analyst",4.24303372829061,45.387,94394.3929025244,"Male",4,2015-10-03,2019-12-31
"00000120","Joseph","Stewart","joseph.stewart@widgetcorp.com","Engineering","Associate",4.29000429385463,42.01475,87395.1282784803,"Male",1,2015-09-16,2019-12-31
"00000133","Daniel","Poudyal","daniel.poudyal@widgetcorp.com","Engineering","Analyst",4.382673179231,35.2395,73296.0585687944,"Male",2,2015-08-13,2019-12-31
"00000141","Matea","Dick","matea.dick@widgetcorp.com","Engineering","Associate",4.44717307275948,34.49125,71740.3090349578,"Female",1,2015-07-20,2019-12-31
"00000155","Anthony","Boulier","anthony.boulier@widgetcorp.com","Engineering","Analyst",4.55432435756697,47.44725,98695.7156858838,"Male",1,2015-06-11,2019-12-31
"00000163","Jeremy","Culhane","jeremy.culhane@widgetcorp.com","Engineering","Associate",4.61299293057557,42.58875,88578.7130703956,"Male",1,2015-05-21,2019-12-31
"00000165","Tawheeda","al-Kaiser","tawheeda.al-kaiser@widgetcorp.com","Engineering","Analyst",4.61701638566651,26.4655,55043.8926169,"Female",6,2015-05-19,2019-12-31
"00000180","Thomas","Elder","thomas.elder@widgetcorp.com","Engineering","Analyst",4.70146975118492,35.793,74455.1077437786,"Male",5,2015-04-19,2019-12-31
"00000193","Joshua","Hickman","joshua.hickman@widgetcorp.com","Engineering","Analyst",4.75235130531288,44.157,91843.9495710967,"Male",5,2015-03-31,2019-12-31
"00000195","Joshua","Bonser","joshua.bonser@widgetcorp.com","Engineering","Associate",4.76238561916213,31.1395,64770.5584230892,"Male",1,2015-03-27,2019-12-31
"00000203","Caroline","Ho","caroline.ho@widgetcorp.com","Procurement","Analyst",4.79913054784698,30.1965,62814.2414411339,"Female",2,2015-03-14,2019-12-31
"00000206","Horlando","Estrada","horlando.estrada@widgetcorp.com","Engineering","Analyst",4.8088225343993,41.50225,86322.0794710051,"Male",4,2015-03-10,2019-12-31
"00000232","Ramziyya","el-Baksh","ramziyya.el-baksh@widgetcorp.com","Engineering","Associate",4.94200533613764,28.9665,60247.8126831203,"Female",6,2015-01-21,2019-12-31
"00000233","Laaiqa","al-Vohra","laaiqa.al-vohra@widgetcorp.com","Engineering","Associate",4.94524679965718,29.2125,60768.4274831225,"Female",6,2015-01-19,2019-12-31
"00000238","Jai","Pruitt","jai.pruitt@widgetcorp.com","Engineering","Analyst",4.96232485222363,27.1625,56494.0029251588,"Female",3,2015-01-13,2019-12-31
"00000278","Julius","Lewis","julius.lewis@widgetcorp.com","Design","Associate",5.13958700769677,31.92875,66418.5048374137,"Male",3,2014-11-10,2019-12-31
"00000279","Freddy","Galvan","freddy.galvan@widgetcorp.com","Engineering","Associate",5.16268772997398,36.39775,75710.7002858449,"Male",4,2014-11-01,2019-12-31
"00000284","Caleb","Tawater","caleb.tawater@widgetcorp.com","Engineering","Associate",5.17117926549948,49.2,102325.480274495,"Male",2,2014-10-29,2019-12-31
"00000316","Alexandra","Wagner","alexandra.wagner@widgetcorp.com","Engineering","Analyst",5.37562843180879,27.8595,57953.6825411014,"Female",5,2014-08-15,2019-12-31
"00000326","Brannon","Garcia","brannon.garcia@widgetcorp.com","Engineering","Manager",5.41064970524926,53.72025,111738.412740543,"Male",1,2014-08-03,2019-12-31
"00000332","Justin","Rojas-Hudson","justin.rojas-hudson@widgetcorp.com","Engineering","Associate",5.45958791871915,35.00375,72818.1635627594,"Male",3,2014-07-16,2019-12-31
"00000333","Joselyne","Rojas Mendoza","joselyne.rojas mendoza@widgetcorp.com","Engineering","Associate",5.46243741008484,32.6155,67838.2080849476,"Female",4,2014-07-15,2019-12-31
"00000341","Forrest","Paulsen","forrest.paulsen@widgetcorp.com","Engineering","Associate",5.4960208309276,43.624,90747.5624588807,"Male",5,2014-07-02,2019-12-31
"00000378","Andre","Morin","andre.morin@widgetcorp.com","Engineering","Manager",5.68523999422315,56.67225,117874.669886555,"Male",1,2014-04-24,2019-12-31
"00000379","Nicholas","Stewart","nicholas.stewart@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.69330130163905,35.88525,74631.6287010131,"Male",5,2014-04-21,2019-12-31
"00000385","Amaris","Rios","amaris.rios@widgetcorp.com","Engineering","Manager",5.72164707917131,39.36,81861.9483297659,"Female",4,2014-04-11,2019-12-31
"00000391","Alec","Larson","alec.larson@widgetcorp.com","Engineering","Analyst",5.74553699884694,37.15625,77276.6541937019,"Male",5,2014-04-02,2019-12-31
"00000399","Cassandra","Choudhry","cassandra.choudhry@widgetcorp.com","Engineering","Associate",5.78151886597299,32.81025,68255.6217915996,"Female",2,2014-03-20,2019-12-31
"00000429","Shalise","Phillips","shalise.phillips@widgetcorp.com","Engineering","Manager",5.91903385900189,39.28825,81724.7781105598,"Female",3,2014-01-29,2019-12-31
"00000446","Thao","Xiong","thao.xiong@widgetcorp.com","Engineering","Manager",5.98477074166421,39.1755,81475.5985324432,"Female",2,2014-01-05,2019-12-31
"00000447","Jijo","Nguyen","jijo.nguyen@widgetcorp.com","Finance","Analyst",5.98912102046006,41.7585,86847.7784537874,"Male",2,2014-01-03,2019-12-31
"00000469","Demetria","Aguilar","demetria.aguilar@widgetcorp.com","Engineering","Analyst",6.08706587652595,27.93125,58102.9870411688,"Female",4,2013-11-28,2019-12-31
"00000471","Giovanni","Hernandez","giovanni.hernandez@widgetcorp.com","Engineering","Associate",6.09174123656685,42.23,87828.9995618586,"Male",4,2013-11-27,2019-12-31
"00000501","Juan","Dorado Garcia","juan.dorado garcia@widgetcorp.com","Engineering","Associate",6.23470239199331,28.97675,60278.9939898661,"Male",4,2013-10-06,2019-12-31
"00000526","Saxon","Dodson","saxon.dodson@widgetcorp.com","Engineering","Analyst",6.35672453274409,25.6865,53425.2529494845,"Male",3,2013-08-22,2019-12-31
"00000546","Jared","Garcia","jared.garcia@widgetcorp.com","Engineering","Associate",6.4394347436619,49.45625,102861.637657174,"Male",1,2013-07-23,2019-12-31
"00000549","Israel","Hernandez","israel.hernandez@widgetcorp.com","Engineering","Associate",6.4436534095447,57.98425,120599.246990984,"Male",4,2013-07-21,2019-12-31
"00000587","Ryan","Guerrero","ryan.guerrero@widgetcorp.com","Engineering","Associate",6.6456206899227,29.848,62091.6796913596,"Male",1,2013-05-08,2019-12-31
"00000591","Roberto","Negrete","roberto.negrete@widgetcorp.com","Engineering","Associate",6.66563332785611,53.02325,110279.04501809,"Male",4,2013-05-01,2019-12-31
"00000619","Rachel","Arndt","rachel.arndt@widgetcorp.com","Engineering","Associate",6.81468270542455,34.194,71130.6659958475,"Female",5,2013-03-08,2019-12-31
"00000624","Humaira","el-Sawaya","humaira.el-sawaya@widgetcorp.com","Operations","Associate",6.83449858479976,34.358,71469.2625112325,"Female",6,2013-02-28,2019-12-31
"00000627","Tyra","Copeland","tyra.copeland@widgetcorp.com","Engineering","Analyst",6.85691510205082,29.44825,61261.475083162,"Female",3,2013-02-20,2019-12-31
"00000647","Toby","Hager","toby.hager@widgetcorp.com","Engineering","Associate",6.95302013754574,36.408,75730.6672019685,"Male",5,2013-01-16,2019-12-31
"00000652","Katrina","Pluto","katrina.pluto@widgetcorp.com","Engineering","Manager",6.97680288020992,37.05375,77075.2356124393,"Female",2,2013-01-07,2019-12-31
"00000659","Jonathon","Westfield","jonathon.westfield@widgetcorp.com","Engineering","Manager",7.03446962511247,49.0565,102041.912723005,"Male",3,2012-12-17,2019-12-31
"00000669","Martha","Olivas","martha.olivas@widgetcorp.com","Engineering","VP",7.10841155944426,50.717,105494.746949113,"Female",4,2012-11-20,2019-12-31
"00000679","Tanner","Smith","tanner.smith@widgetcorp.com","Engineering","Director",7.17518756432453,35.1165,73043.8451876914,"Male",5,2012-10-27,2019-12-31
"00000701","Althean","Thrush","althean.thrush@widgetcorp.com","Engineering","Director",7.25369397483995,46.46325,96639.5997586731,"Male",1,2012-09-28,2019-12-31
"00000707","Marcus","Wiggins","marcus.wiggins@widgetcorp.com","Engineering","Manager",7.30193624120997,48.26725,100398.868428116,"Male",3,2012-09-11,2019-12-31
"00000718","Isaiah","Moore","isaiah.moore@widgetcorp.com","Engineering","Director",7.3679079215222,62.1355,129245.672890792,"Male",3,2012-08-18,2019-12-31
"00000736","Austin","Casias","austin.casias@widgetcorp.com","Engineering","Manager",7.46765285574006,43.009,89456.3126243459,"Male",4,2012-07-12,2019-12-31
"00000748","Carissa","Mendoza","carissa.mendoza@widgetcorp.com","Engineering","Manager",7.52670398349391,38.9295,80976.920174685,"Female",4,2012-06-21,2019-12-31
"00000753","Simone","Schwartz","simone.schwartz@widgetcorp.com","Engineering","Associate",7.5679868766454,36.695,76333.9559407371,"Female",5,2012-06-06,2019-12-31
"00000760","Ricky","Elhussen","ricky.elhussen@widgetcorp.com","Engineering","Manager",7.63410866332852,38.55025,80179.1099663664,"Male",3,2012-05-12,2019-12-31
"00000761","Elias","John","elias.john@widgetcorp.com","Engineering","Executive",7.65489405949435,56.50825,117528.596673485,"Male",5,2012-05-05,2019-12-31
"00000772","Victor","Todd","victor.todd@widgetcorp.com","Engineering","Manager",7.71194303402137,55.79075,116043.96043673,"Male",1,2012-04-14,2019-12-31
"00000778","Shaahira","el-Uddin","shaahira.el-uddin@widgetcorp.com","Engineering","Associate",7.73305582137384,33.866,70437.2193104711,"Female",6,2012-04-06,2019-12-31
"00000781","Nohelia","Unruh","nohelia.unruh@widgetcorp.com","Operations","Manager",7.75685023227034,38.048,79148.6918217608,"Female",1,2012-03-29,2019-12-31
"00000824","Kate","Xue","kate.xue@widgetcorp.com","Engineering","Director",8.16635922053865,42.845,89119.7872650531,"Female",2,2011-10-31,2019-12-31
"00000843","Ruby","Miller","ruby.miller@widgetcorp.com","Engineering","Director",8.3091760042999,45.0385,93690.2710007845,"Female",1,2011-09-09,2019-12-31
"00000864","Erin","Kubit","erin.kubit@widgetcorp.com","Engineering","Manager",8.54889190417223,40.9385,85160.4011623013,"Female",2,2011-06-13,2019-12-31
"00000876","Christian","Westphal","christian.westphal@widgetcorp.com","Engineering","Manager",8.63381189846016,57.38975,119364.291265477,"Male",2,2011-05-13,2019-12-31
"00000897","Jannelle","Parker","jannelle.parker@widgetcorp.com","Engineering","VP",8.96057885120763,50.43,104884.266206269,"Female",3,2011-01-14,2019-12-31
"00000905","Marian","Lockhart","marian.lockhart@widgetcorp.com","Engineering","VP",9.08703874178569,51.44475,107003.317846377,"Female",5,2010-11-29,2019-12-31
"00000933","Ishaaq","el-Mahmoud","ishaaq.el-mahmoud@widgetcorp.com","Engineering","Director",9.44589903459964,68.99275,143505.921827968,"Male",6,2010-07-21,2019-12-31
"00000940","Kaitlyn","Davis","kaitlyn.davis@widgetcorp.com","Engineering","Executive",9.57368815246637,55.555,115560.524262786,"Female",5,2010-06-04,2019-12-31
"00000956","Deion","Sharpe","deion.sharpe@widgetcorp.com","Admin Offices","Executive",9.87122790594468,54.29425,112941.700832817,"Male",1,2010-02-15,2019-12-31
"00000963","Summer","Connely","summer.connely@widgetcorp.com","Engineering","VP",10.1241820647629,50.23525,104497.657204602,"Female",5,2009-11-15,2019-12-31
"00000965","Friedrich","Smith Small","friedrich.smith small@widgetcorp.com","Engineering","VP",10.1630919662743,59.74725,124268.668814917,"Male",3,2009-11-01,2019-12-31
"00000968","Ngadi","Howard","ngadi.howard@widgetcorp.com","Engineering","VP",10.2747821310244,52.38775,108970.082842481,"Female",3,2009-09-21,2019-12-31
"00000985","Indigo","Begay","indigo.begay@widgetcorp.com","Engineering","Executive",11.0608710762712,71.51425,148740.428345624,"Male",1,2008-12-08,2019-12-31
"00000996","Daijha","Cook","daijha.cook@widgetcorp.com","Executive","Executive",11.907358875084,56.24175,116980.862863505,"Female",3,2008-02-03,2019-12-31
"00000997","Robert","Young","robert.young@widgetcorp.com","Engineering","Executive",11.9215182397508,90.651,188558.775359617,"Male",3,2008-01-28,2019-12-31
"00000023","Bintang","Muramatsu","bintang.muramatsu@widgetcorp.com","Executive","Analyst",3.18373647297803,68.675,142851.332202117,"Male",2,2016-10-24,2019-12-31
"00000149","Carolyn","Berhanu","carolyn.berhanu@widgetcorp.com","Executive","Analyst",4.52504400525888,48.1955,100246.913970355,"Female",3,2015-06-22,2019-12-31
"00000168","Mackenzie","Quinby","mackenzie.quinby@widgetcorp.com","Executive","Analyst",4.62329374262575,45.879,95438.8215942994,"Female",5,2015-05-17,2019-12-31
"00000281","Austin","Esparza","austin.esparza@widgetcorp.com","Executive","Associate",5.16734668560988,52.7055,109622.052475734,"Male",4,2014-10-30,2019-12-31
"00000553","Morgan","Sonoda","morgan.sonoda@widgetcorp.com","Executive","Manager",6.47719160457054,66.625,138582.403798134,"Female",2,2013-07-09,2019-12-31
"00000620","Cristian","Lerma","cristian.lerma@widgetcorp.com","HR","Manager",6.82380105521342,81.27225,169047.692930768,"Male",4,2013-03-04,2019-12-31
"00000883","Brylle","Soto","brylle.soto@widgetcorp.com","Executive","VP",8.73843443003167,94.5255,196621.739524915,"Male",2,2011-04-05,2019-12-31
"00000899","Ariana","Carranza","ariana.carranza@widgetcorp.com","Executive","VP",8.9868822744476,87.70925,182442.874454266,"Female",4,2011-01-04,2019-12-31
"00000035","Nuchi","Cung","nuchi.cung@widgetcorp.com","Engineering","Analyst",3.3722812537298,28.99725,60318.9801823559,"Female",2,2016-08-16,2019-12-31
"00000111","Mickel","Campbell","mickel.campbell@widgetcorp.com","Finance","Analyst",4.22722296330058,33.30225,69267.4019589112,"Male",3,2015-10-09,2019-12-31
"00000171","Derrick","Siewiyumptewa","derrick.siewiyumptewa@widgetcorp.com","Finance","Director",4.63807359673463,61.6845,128299.634698857,"Male",1,2015-05-12,2019-12-31
"00000172","Joshua","Moore","joshua.moore@widgetcorp.com","Finance","Associate",4.63907207098386,47.56,98928.9007401305,"Male",3,2015-05-11,2019-12-31
"00000179","William","Bailey","william.bailey@widgetcorp.com","Finance","Associate",4.69857284605998,45.54075,94732.4465609143,"Male",1,2015-04-20,2019-12-31
"00000250","Sarah","Tran","sarah.tran@widgetcorp.com","Finance","Associate",5.02866104785107,32.2055,66985.7914882723,"Female",2,2014-12-20,2019-12-31
"00000270","Ethan","Gonzales","ethan.gonzales@widgetcorp.com","Finance","Associate",5.11878813862773,38.09925,79256.769353581,"Male",4,2014-11-17,2019-12-31
"00000351","Fatima","Kekahbah","fatima.kekahbah@widgetcorp.com","Finance","Associate",5.54225051157785,32.349,67279.0414116397,"Female",1,2014-06-15,2019-12-31
"00000352","Mawdood","al-Mohamad","mawdood.al-mohamad@widgetcorp.com","Admin Offices","Analyst",5.54344500550714,30.10425,62614.499506987,"Male",6,2014-06-15,2019-12-31
